step,rebuild_triggered,last_true_target,prediction,error,threshold,feature_MLUT4_AIA792101B,feature_MLUT4_TE-252D,feature_MLUT4_FIC-231B,feature_MLUT4_AT-232A,feature_MLUT4_TE-252F,feature_MLUT4_FIC-231C,feature_MLUT4_PIC-233,feature_MLUT4_TE-252G,feature_MLUT4_TE-252I,feature_前爐SOx濃度,feature_鈣硫比,feature_MLUT4_FIC-231A,feature_MLUT4_IT-E7925B,feature_MLUT4_FIC-233,feature_MLUT4_ZT-232,feature_MLUT4_FT-792020,feature_MLUT4_IT-E7925A,feature_MLUT4_TE-251A,feature_MLUT4_PDT-232,feature_MLUT4_TE-251G,feature_MLUT4_FQ-205,feature_MLUT4_TE-251D,feature_MLUT4_TE-251F,feature_MLUT4_TE-251H,feature_MLUT4_RQ-2BTLS,feature_prev_target,feature_0
146,False,0.7944536186177459,0.779811441898346,0.009012935252877718,0.05123672686508318,4.155046826201117,963.2357195185065,11.70409484768334,222.5216749609289,934.882339424089,12.52988913383867,977.6619957911528,919.9400097555296,904.0,586.6911929306235,3.064093602689568,17.61277384991809,15.4833030786521,203.8934621520906,16.39999961853027,13921.01638700518,12.5,902.7412397903042,99.54575985901376,930.1162472194762,380.6588513555095,935.2550374421584,929.4988926429976,964.1018848405816,3.200000047683716,0.7982058314196746,
147,False,0.7842701719060948,0.777401864528656,0.004458730007748879,0.04980740995980005,4.155251404179346,963.1650011643657,11.70410439331127,219.3682049988953,934.9000244140625,12.52982878346988,977.563373886432,919.6274976047655,904.0,585.629399804316,3.064081207837683,17.61269785334907,15.64829239422437,203.0211424724158,16.39999961853027,13892.23195778536,12.42837880796509,902.6333213025662,98.71268100696855,929.9086116647475,381.0268934507611,935.1395162382157,929.3072899722541,964.2920708468034,3.200000047683716,0.7923822470351216,
148,False,0.7740697434377888,0.773293137550354,0.003332121090867224,0.04837809305451691,4.155455982157574,963.1016484280433,11.70411393893921,217.7462072429065,935.1915387953474,12.5297684331011,978.9202891771932,919.3178320086405,904.0,585.5314084355609,3.064068813086077,17.61262185678005,15.77297201918655,200.9243876224511,16.39999961853027,13952.24706222384,12.19216971264674,902.7209692449999,99.7913193135572,929.7804192626998,381.2905392036961,935.023995034273,929.2999877929688,964.3647587817525,3.200000047683716,0.7847296196235825,
149,False,0.7624409917573869,0.7623450756072998,0.010852145792967116,0.046948776149233776,4.155660560135802,963.0707990625094,11.70412348456715,217.9695101429883,935.9546046525398,12.52970808273231,978.7637321069644,919.2086930163565,904.0,585.4147810302642,3.064056418434748,17.61254586021103,15.71977100296621,200.636223917461,16.39999961853027,14016.14673824706,12.05092176692688,902.7639096847582,102.4841339517985,929.6535951540554,381.5843399232702,934.9084738303303,929.3730603147072,964.4241599538833,3.200000047683716,0.7754154063229344,
150,False,0.7545961178881211,0.7588273882865906,0.007748957719178717,0.045519459243950615,4.155865138114031,963.0437962460306,11.70413303019509,219.5836349352386,936.0,12.52964773236353,977.8287979526245,919.2224263030178,904.0,584.7544519757425,3.064044023883696,17.61246986364201,15.64551904354705,197.4327362330383,16.39999961853027,14007.94674187585,12.19554301659423,902.6438860117327,99.83977027366628,929.7139164718199,382.2674728307276,934.8163182045631,929.7637227842548,964.4835611260139,3.200000047683716,0.7667152165035479,
151,False,0.755011326104879,0.7537159323692322,0.003816062181711599,0.04409014233866748,4.15606971609226,963.0167934295516,11.70414257582302,221.5525136537344,936.0,12.52958738199474,976.4276401875097,919.2361595896793,904.0,584.1387850590199,3.064031629432918,17.612393867073,15.57126708412788,192.861544116699,16.39999961853027,13880.19658996632,12.35737628407744,902.5131583873808,99.4380704550103,929.9062543573064,381.7599332136618,934.8350149558148,930.5154246780785,964.5429622981449,3.200000047683716,0.761824267977015,
152,False,0.7551436237317523,0.7535997629165649,0.0014276913625200782,0.04266082543338435,4.156274294070488,962.9897906130727,11.70415212145096,222.1575347539942,936.1857297220856,12.52952703162596,973.6039420425968,919.2498928763405,904.0,584.2028826396488,3.064019235082415,17.61231787050398,15.49340348389211,188.8282606640023,16.39999961853027,13914.36887588175,12.48823553385993,902.3824307630291,101.2724095394934,930.0985922427928,383.9528190110906,934.8680314363568,931.2302457901485,964.5828626402557,3.200000047683716,0.7590324879778299,
153,False,0.7603335556831753,0.7559568285942078,0.006733792766610347,0.041231508528101216,4.156478872048716,962.9627877965938,11.7041616670789,222.8110058268067,936.9177195271819,12.52946668125717,971.0335030284217,919.2636261630021,904.0,585.1055499931507,3.077357525490839,17.61224187393496,15.39701518931281,185.520587779318,16.39999961853027,14023.00822106164,12.5,902.2517031386772,100.302017850915,930.3636761054926,385.5565762273178,934.9312910912802,931.7067874412326,964.5227400471115,3.21394329055608,0.7595761922470617,
154,False,0.759592549107252,0.7572157382965088,0.0036357205130442827,0.039802191622818055,4.156683450026945,962.9357849801148,11.70417121270684,224.1099590859842,937.1364668246224,12.52940633088839,969.9071659223155,919.2773594496633,904.0,586.4833742268931,3.13600286355107,17.61216587736594,15.29801030372161,185.3217251295044,16.39999961853027,13984.10860688923,12.5,902.1209755143254,97.3683491889661,930.709730382821,385.6710739031175,935.1552349428433,932.1597912801224,964.4484893334964,3.275204798026344,0.7595830276290177,
155,False,0.766744008429621,0.7579455375671387,0.009528270133112193,0.03837287471753494,4.156888028005174,962.908782163636,11.70418075833477,225.2427757127832,937.8028876510583,12.52934598051961,968.926517723273,919.2910927363248,904.0,587.9228681444996,3.062956760462282,17.61208988079692,15.1990054181304,186.8977258809657,16.39999961853027,14010.83742150855,12.5,902.0183022043842,97.55527396177199,931.0558419674542,383.996033456289,935.380785074584,932.5766666809825,964.3742386198813,3.198929240173312,0.7625755358721934,
156,False,0.7786859363364086,0.7664644718170166,0.02074039876926992,0.03694355781225178,4.157092605983402,962.8817793471571,11.70419030396271,226.9473086200032,937.7916299459044,12.52928563015082,968.3990335849867,919.3638598596614,904.0,589.3694340477007,2.9919172633022,17.6120138842279,15.13300981890324,190.5441010811368,16.39999961853027,13965.85471014155,12.5,902.0421395745816,100.2612124776562,931.4019535520877,383.5847518720568,935.4801025537051,932.7634856907101,964.2783165271837,3.124748757906339,0.7693079245676028,
157,False,0.7885750679629858,0.7673720121383667,0.02211059614596922,0.03585379404729011,4.15729718396163,962.8547765306781,11.70419984959065,228.4184943147281,937.1234255460571,12.52922527978204,970.0678003858802,919.5383551279529,904.0,590.7457139137352,3.051657271158343,17.61193788765888,15.26507114670144,194.8446546833198,16.39999961853027,13982.65990590434,12.5,902.0813538178361,98.96122045319967,931.7480651367207,384.7972235468277,935.5593016433929,932.703106776268,964.0523653663589,3.187153921923334,0.7773594872010725,
158,False,0.7927996008055027,0.7686969637870789,0.025427588667136014,0.034764030282328405,4.157501761939859,962.8277737141992,11.70420939521859,227.7275523062431,937.0,12.52916492941325,971.7685699462869,919.7146232808806,904.0,591.4564365105739,3.063944871085077,17.61186189108987,15.43014216381154,201.0366936620698,16.39999961853027,13984.4031699926,12.5,902.1205680610907,100.1660728287637,931.9981769933354,384.6258552276396,935.638500733081,932.6060217708397,963.8562551694813,3.200000047683716,0.7838117691612383,
159,False,0.7897806219559201,0.7695525288581848,0.02108365816884128,0.03367426651736669,4.157706339918088,962.7900413742311,11.70421894084652,227.1586029162487,937.0,12.52910457904447,971.880278265875,919.8908914338083,904.0,590.984995967225,3.063932477436457,17.61178589452085,15.57470712858671,202.9201356338121,16.39999961853027,13989.00831260268,12.5,902.1597823043452,97.92743319105978,932.0305800728863,384.7237648203516,935.7176998227687,932.5089367654112,963.9942363914184,3.200000047683716,0.7863060980370932,
160,False,0.7911689722491653,0.7713826298713684,0.021616443390980455,0.03258450275240502,4.157910917896316,962.6798413865197,11.70422848647446,227.680018797538,937.0,12.52904422867568,971.0252951903385,920.0671595867361,904.0,591.1065510637418,3.0639200838881,17.61170989795183,15.58077336331799,203.6478691823065,16.39999961853027,13959.9795094661,12.5,902.1872440339605,97.60850452474463,932.0546191339765,383.9371730350466,935.767443604855,932.4118517599829,964.1733462133507,3.200000047683716,0.7883382486000337,
161,False,0.797203516389972,0.7739564180374146,0.025820886518603592,0.031494738987443316,4.158115495874544,962.5561065645019,11.7042380321024,228.9521963576015,937.0,12.5289838783069,970.146028716638,920.2434277396638,904.0,591.0776521909078,3.063907690440007,17.61163390138281,15.56097209135942,203.0709202484263,16.39999961853027,13970.58875586454,12.5,902.1363458436266,98.8730999999625,932.0786581950667,383.5847854482558,935.609708446774,932.3147667545547,964.2190334705605,3.200000047683716,0.7920429627555464,
162,False,0.8014815830860393,0.7799169421195984,0.02752516504862479,0.0312925221540756,4.158320073852773,962.4323717424838,11.70424757773034,228.9990059969749,937.0,12.52892352793812,970.0,920.3979689831201,904.0,588.9460061663744,3.063895297092175,17.61155790481379,15.54117081940086,204.3944579385848,16.39999961853027,13928.52751762582,12.5,902.0709866598088,95.99445591516903,932.102697256157,383.1766973935382,935.4309604274392,932.2009920555523,964.2388266989925,3.200000047683716,0.7959872756827401,
163,False,0.7967469203048043,0.7821552753448486,0.01682997818520593,0.030350682877712892,4.158524651831002,962.3124500806385,11.70425712335827,227.8554245688369,936.9596125772354,12.52886317756933,970.0840097036798,920.466829686384,904.0,587.4708970818148,3.063882903844604,17.61148190824478,15.52136954744229,205.8597643404784,16.39999961853027,13936.87770647697,12.5,902.030822416745,98.5711217376104,932.1267363172472,382.6807246700001,935.4000244140625,931.8505872502521,964.2586199274244,3.200000047683716,0.7963047242078387,
164,False,0.7863240942744258,0.7804581522941589,0.0041688189295772116,0.029408843601350182,4.15872922980923,962.2232469092456,11.70426666898621,225.9837924821102,936.2668385336044,12.52880282720055,970.8963312157197,920.5269280027399,903.9237583542821,587.6060783099551,3.063870510697293,17.61140591167576,15.49981502787226,206.2765616697122,16.39999961853027,13946.84565095747,12.5,902.2090826182197,98.2970860593387,932.1507753783374,381.9099983519586,935.4000244140625,931.4234169939589,964.2784131558567,3.200000047683716,0.7921339104353304,
165,False,0.7810774187608626,0.7809317111968994,0.0006192664667036274,0.028467004324987503,4.158933807787458,962.140738656343,11.70427621461415,225.3619172251484,935.9720336169567,12.52874247683176,971.808257713413,920.5870263190955,903.191742286587,587.419897634749,3.055886459090179,17.61132991510674,15.46353273753551,206.3329926886975,16.39999961853027,13954.98417236342,12.5,902.4378634412444,100.2793032149142,932.1748144394275,382.0473083319584,935.4000244140625,930.9962467376656,964.3215070630828,3.191674170050756,0.78751350390196,
166,False,0.7891566862576327,0.7844240665435791,0.008224975060733275,0.02752516504862479,4.159138385765687,962.0582304034403,11.70428576024209,226.1990509083465,935.2432997320215,12.52868212646298,972.0,920.6471246354513,903.0615450975223,587.2433999221532,2.985143998628219,17.61125391853772,15.42392881490875,205.3681069923762,16.39999961853027,14001.49647364338,12.5,902.6666442642688,99.7151920435807,932.1879873191641,381.5543129045872,935.4000244140625,930.5690764813723,964.5702743428276,3.117800893476015,0.7882001747479392,
167,False,0.7981761187079122,0.7862526774406433,0.013752052164333062,0.027377240560025797,4.159342963743915,961.9757221505379,11.70429530587002,226.7693670238733,934.8877214403308,12.52862177609419,972.0,920.7072229518071,903.7828534010129,588.2895690017463,2.975291016388748,17.6111779219687,15.38432489228198,204.8876913399158,16.39999961853027,14005.43744975737,12.5,902.8954250872932,99.00541511648427,932.1215570553004,381.5336998562098,935.4000244140625,930.1486032427667,964.8432226101233,3.107522623806226,0.7923690302950959,
168,False,0.7989641599156093,0.7848623991012573,0.012711482474966007,0.027229316071426802,4.159547541722143,961.8932138976352,11.70430485149796,227.0019533471201,934.3247468281122,12.52856142572541,972.0,920.7673212681627,904.0,587.7156897127143,3.045593329542776,17.61110192539968,15.34472096965522,204.3247358167589,16.39999961853027,14025.75987826957,12.5,903.1242059103179,97.84286419014718,932.039128779157,381.6929175844654,935.4000244140625,930.0324063769679,964.8823953782479,3.180962266871639,0.7951250745163757,
169,False,0.7979373505421943,0.7842712998390198,0.013074951440936955,0.027081391582827807,4.159752119700372,961.8107056447327,11.7043143971259,226.5735035026998,934.0050612289508,12.52850107535662,971.9575436123638,920.8274195845186,904.0382117854055,587.7580752361933,3.06380854646458,17.61102592883066,15.31464720403411,203.9943765648223,16.39999961853027,13984.31959361322,12.5,903.3451964920287,98.49760190366648,931.9567005030133,381.9252727474094,935.3875467839969,930.0825263888653,964.8625830094792,3.200000047683716,0.7963002988918745,
170,False,0.78815139097656,0.782680094242096,0.003880091137540176,0.026933467094228815,4.1599566976786,961.72819739183,11.70432394275384,225.7533302879815,934.528562636389,12.52844072498784,971.2951469577523,920.8808599689321,904.6674509721254,588.6742697374898,3.063796153918798,17.61094993226165,15.38623066906707,203.4136147708771,16.39999961853027,13992.76666927724,12.5,903.438961002332,97.99588240412446,931.8742722268698,381.798835037508,935.2419715232378,930.2966540475034,964.8427706407105,3.200000047683716,0.7928949449622279,
171,False,0.7879021895778467,0.7768680453300476,0.005222095335750798,0.02678554260562982,4.160161275656829,961.6456891389274,11.70433348838177,225.905836727334,934.9000244140625,12.52838037461905,971.7272097899913,920.8238581087277,904.9000244140625,589.6953570900893,3.063783761473267,17.61087393569263,15.48525518912761,203.1702373890418,16.39999961853027,13941.10275473678,12.5,903.4879749271335,98.00850638672307,931.7918439507264,381.5678231696735,935.0604682779724,930.6203519163212,964.8229582719417,3.200000047683716,0.790808518247795,
172,False,0.7936816921214331,0.7760701179504395,0.016813646791385528,0.026637618117030824,4.160365853635057,961.563180886025,11.70434303400971,227.0450323232784,934.9002032545477,12.52832002425027,972.0,920.7276762788955,904.9000244140625,590.0004022630617,3.063771369127986,17.61079793912361,15.58427970918816,204.3105463154567,16.39999961853027,13964.02549486307,12.5,903.5369888519348,98.79993801716257,931.7094156745827,381.4134338604118,934.8789650327068,930.9440037229455,964.7997009706784,3.200000047683716,0.7920091912757431,
173,False,0.8022704976980408,0.7778969407081604,0.026200379747601366,0.0265978153379084,4.160570431613285,961.4806726331223,11.70435257963765,227.6999969482422,935.45369604878,12.52825967388149,972.0447648841528,920.6343497087622,904.9000244140625,589.766978156713,3.063758976882952,17.61072194255459,15.67446877840177,203.4382753734316,16.39999961853027,14010.48918985663,12.5,903.5860027767364,98.59866267515838,931.6286867360375,382.1291980579693,934.6974617874412,931.1251438698648,964.7334091496459,3.200000047683716,0.7962972971804385,
174,False,0.8024727110728469,0.7798598408699036,0.0245757703646865,0.026465336807806054,4.160775009591514,961.3981643802197,11.70436212526559,227.4153981833375,935.9999305685354,12.5281993235127,973.418820572652,920.6646344095923,904.9000244140625,590.0560004270698,3.063746584738166,17.61064594598557,15.6485569106692,203.7873116698994,16.39999961853027,13952.49576462534,12.5,903.6350167015378,99.39613692716986,931.6215263350339,382.0140904899502,934.5159585421756,931.1737033229683,964.6542053454943,3.200000047683716,0.7988779460458142,
175,False,0.7966106420255675,0.7731538414955139,0.016750801155663964,0.02633285827770371,4.160979587569743,961.3196232017278,11.70437167089353,228.2151203412503,936.0,12.52813897314392,976.04285032388,920.7608100769137,904.9000244140625,590.0727514323981,3.063734192693627,17.61056994941656,15.58668184776597,206.5867346268522,16.39999961853027,13894.04116954668,12.5,903.6840306263393,99.20528746785203,931.6535816301736,381.8332549202943,934.3562768397733,931.2222627760721,964.5750015413427,3.200000047683716,0.7979304604765467,
176,False,0.799258866738942,0.7766948342323303,0.02610502524342806,0.026200379747601366,4.161184165547971,961.2999877929688,11.70438121652146,230.0541391742485,936.0,12.52807862277513,978.9612150364297,920.8568532052255,904.9000244140625,591.2479796108777,3.063721800749331,17.61049395284754,15.52480678486274,207.9924497709759,16.39999961853027,13942.77980737881,12.5,903.7330445511407,98.98836272351082,931.6856369253131,380.8476134953457,934.5206159764077,931.2708222291756,964.4957977371911,3.200000047683716,0.7984855892782003,
177,False,0.7998584221908639,0.7765991687774658,0.02316358795853357,0.026190844297184036,4.161388743526199,961.2999877929688,11.7043907621494,230.8904130186359,936.0,12.52801827240635,980.6419323405601,920.9000244140625,904.9097380610489,591.1795627340321,3.063709408905279,17.61041795627852,15.46293172195951,208.5414040678858,16.39999961853027,13919.34271287608,12.5,903.7829414216282,101.0794745739547,931.7176922204528,380.6084023221714,934.7929628964872,931.3193816822793,964.4269184500133,3.200000047683716,0.7990592835698123,
178,False,0.8011415092405025,0.7844082117080688,0.024542340463036716,0.026181308846766706,4.161593321504428,961.2999877929688,11.70440030777734,231.122539429989,936.0,12.52795792203756,981.6028550847393,920.9000244140625,905.5770796580866,589.0842408931106,3.063697017161469,17.6103419597095,15.40105665905628,207.1982621802858,16.39999961853027,13920.5411682701,12.5,903.8932577311225,99.82151624344306,931.7497475155922,379.9757512669577,935.0653098165665,931.3679411353827,964.5304891862228,3.200000047683716,0.7999294265931209,
179,False,0.7971015271253455,0.7850719094276428,0.012693315417276696,0.026171773396349372,4.161797899482657,961.310264682235,11.70440985340527,230.2510908799571,936.0,12.52789757166878,980.8039542746759,920.9000244140625,905.9951946385136,587.4524219887811,3.0636846255179,17.61026596314048,15.33918159615305,205.0018067224447,16.39999961853027,13964.74819192922,12.5,904.0383591228834,97.11982828322549,931.7818028107318,380.086260864466,935.3262057773742,931.527626581227,964.6954676199044,3.200000047683716,0.7987476733244239,
180,False,0.7923417314710669,0.7807362675666809,0.007269822043424079,0.026162237945932042,4.162002477460885,961.5157670664041,11.70441939903321,227.6980762181675,936.0,12.52783722129999,980.0,920.9000244140625,905.3619257246213,585.3998235605693,3.063672268362064,17.61018996657147,15.27730653324982,201.2968017401164,16.39999961853027,13970.66204666139,12.5,903.9261213219555,98.17469247450647,931.789463138346,380.5444158088534,935.3695729575331,931.8876213948217,964.8567809961039,3.200000047683716,0.7960706889370534,
181,False,0.7781148655398659,0.7702736854553223,0.002621402026815045,0.026152702495514712,4.162207055439113,961.7956367325285,11.70442894466115,224.7569205508711,936.2939589741964,12.52777687093121,979.9985804916621,920.9000244140625,904.9000244140625,583.5461300821939,3.063666961397234,17.61011397000245,15.21985456806099,198.7507696549952,16.39999961853027,13984.3947506925,12.5,903.8336853625846,99.99424282466711,931.76556045427,380.248306839293,935.3300768611923,932.2516901925067,964.9430673222162,3.200000047683716,0.7885671149120311,
182,False,0.7547466388940052,0.7614715099334717,0.015527046561317093,0.026143167045097383,4.162411633417342,962.0755063986528,11.70443849028909,223.2377187157866,936.9692398783425,12.52771652056243,979.4579476129436,920.9000244140625,904.9000244140625,581.9437949739789,3.063666961397234,17.61003797343343,15.25928778922267,198.4129667050128,16.39999961853027,13982.04677497999,12.5,903.8923408860941,98.36533072774574,931.7415307560275,379.6840937404546,935.2905807648518,932.6157589901916,964.9996952920953,3.200000047683716,0.7744338479629644,
183,False,0.7371722209209716,0.7547144293785095,0.024299289012500114,0.026133631594680053,4.162616211395571,962.3553760647771,11.70444803591703,222.7560284935601,937.0,12.52765617019364,979.5241718160485,920.9000244140625,904.9000244140625,581.3783936130358,3.061174627131288,17.60996197686441,15.33827527388961,197.7043779843075,16.39999961853027,13946.78613244671,12.5,903.9509964096036,97.91826565565555,931.7175010577852,379.8278009664405,935.2510846685112,932.8165232105288,965.0563232619743,3.197396804618994,0.7588625555405764,
184,False,0.735444330828937,0.7523924708366394,0.019270098549572512,0.02612409614426272,4.162820789373799,962.6352457309015,11.70445758154496,223.2681917165854,937.0,12.52759581982486,980.0,920.9000244140625,904.9000244140625,581.2256748220008,2.997332122605193,17.6098859802954,15.41726275855655,198.4661013316783,16.39999961853027,13950.7222616885,12.5,904.0096519331131,98.99713920923435,931.7408177112754,380.2523516940097,935.2103045724303,932.5740483209386,965.1129512318533,3.130713310589807,0.7490762940714467,
185,False,0.7503897840221087,0.7545566558837891,0.002002686814530752,0.02611456069384539,4.163025367352027,962.9143162764349,11.7044671271729,224.0632219672343,937.0,12.52753546945607,981.4138376429257,920.9000244140625,904.9000244140625,580.3725768545665,2.971594062768967,17.60980998372638,15.49625024322349,199.5958283560526,16.39999961853027,13939.02472907556,12.5,904.0683074566225,99.78608053415181,931.8714705608936,380.1086033962815,935.1296854990172,932.3066791729765,965.1695792017324,3.103829907876331,0.7496251894831413,
186,False,0.7564151310145205,0.7475382685661316,0.0018584751307314518,0.02610502524342806,4.163229945330256,963.1662056977618,11.70447667280084,224.874146883922,937.0,12.52747511908729,982.0755932412719,920.9000244140625,904.9000244140625,579.1918097340063,3.098370141556595,17.60973398715736,15.57328615231171,201.6417836085858,16.39999961853027,13957.26235048163,12.5,904.1653466072946,101.5824502462876,932.0062438338576,379.3275507379715,935.0301992104485,932.0393100250145,965.2262071716116,3.23624751830111,0.7524626438164389,
187,False,0.7557900638033895,0.7502971887588501,0.008251795237257942,0.02609911473534874,4.163434523308485,963.4047672182656,11.70448621842878,225.3946817173213,936.8224632504036,12.5274147687185,980.5496055409678,920.9000244140625,904.9000244140625,578.06628325364,3.222117044269995,17.60965799058834,15.57718771442712,199.2810161878489,16.39999961853027,14006.76115083183,12.5,904.3072163254362,100.5679891404158,932.1410171068217,378.9865521963517,934.9307129218798,931.7586931199488,965.2862222381616,3.365501154408801,0.753853142131784,
188,False,0.7566548686911401,0.7520961165428162,0.006357679932289972,0.026093204227269417,4.163639101286713,963.643328738769,11.70449576405671,224.9503633297782,936.0878875491571,12.52735441834972,980.4352406679257,920.9000244140625,905.3768381098558,578.6397763385245,3.190776721782287,17.60958199401932,15.54395727088129,197.9158234042243,16.39999961853027,13946.76350562083,12.5,904.4491523359517,96.36262381353754,932.2757903797858,378.5379285379876,934.8379143839065,931.4245646202178,965.4610206939509,3.332766188526821,0.7550239579819383,
189,False,0.7550493863305062,0.7537960410118103,0.0029532697876900604,0.026087293719190097,4.163843679264941,963.8818902592727,11.70450530968465,225.6088362773006,936.0,12.52729406798093,980.9969227054929,920.9000244140625,905.9966150511715,579.5478671872723,3.156432117534458,17.6095059974503,15.51062676558861,197.4657751261087,16.39999961853027,13937.06185606687,12.5,904.5910883464669,97.06967022969673,932.3826755466258,378.6213405352065,934.9969651900977,931.0847842693938,965.6920249425741,3.296893250438077,0.7550345842557433,
190,False,0.7592078262319655,0.7556474208831787,0.005411785220155174,0.026081383211110774,4.16404825724317,964.1205766133702,11.70451485531259,227.5651114205666,936.0,12.52723371761215,981.0,920.9000244140625,906.0,580.2052724574635,3.035050226753792,17.60943000088128,15.47318027145834,196.1304303211038,16.39999961853027,13973.08448116655,12.5,904.733024356982,99.61653699572965,932.3654529714083,378.3474442079621,935.2841048661094,930.74500391857,965.9230291911972,3.170109869221954,0.7567785438280912,
191,False,0.7709331127038285,0.7579351663589478,0.01528569182064976,0.026075472703031455,4.164252835221399,964.3650158561755,11.70452440094052,227.9090451099827,936.0,12.52717336724336,979.8596198073577,920.9000244140625,906.0,581.1022540818623,3.02996836710984,17.60935400431227,15.43357634883158,194.9945205572338,16.39999961853027,13988.13220737859,12.5,904.8749603674972,98.02854465104424,932.3333889294023,378.4240154517483,935.571244542121,930.3824094667665,966.1540334398203,3.164801866978932,0.7626936084286935,
192,False,0.7743707924128734,0.7605772018432617,0.016435626053925678,0.026069562194952135,4.164457413199627,964.612583471116,11.70453394656846,226.4536369761475,936.0,12.52711301687458,978.0284333237457,920.9000244140625,906.0,581.4847526211411,3.062640726338292,17.60927800774325,15.39397242620482,191.3729934748227,16.39999961853027,14002.09042709902,12.5,905.0168963780127,100.8185526745832,932.2865162285965,378.5882151275938,935.8583842181324,929.8741968038169,966.3850376884435,3.198928145195969,0.767573396589387,
193,False,0.7758357892760586,0.765502393245697,0.015258587432796844,0.026063651686872812,4.164661991177855,964.8601510860565,11.7045434921964,226.7385506618389,936.0,12.5270526665058,977.6535704949072,920.8899160198256,906.0,582.069287206871,3.001475391469534,17.60920201117423,15.35436850357806,191.7238654685438,16.39999961853027,13968.88078545958,12.5,905.1588323885278,101.3242219238458,932.1341318431823,377.9112976773717,936.1455238941438,929.3883567585921,966.6160425771441,3.135040954792168,0.771026174764848,
194,False,0.7908966166903666,0.7762380242347717,0.025394223444669572,0.026057741178793493,4.164866569156084,965.1053155180991,11.70455303782434,228.8446392682205,936.0,12.52699231613701,977.67626212432,920.7940400345012,906.0,582.974229209482,2.849475507054656,17.60912601460521,15.3164197361151,192.0794524262074,16.39999961853027,13979.79156430321,12.5,905.3007683990432,97.9814941889183,931.9610586107272,377.8591603429938,936.4326635701555,929.2999877929688,966.8470899178758,2.976277080159496,0.7793298503245769,
195,True,0.8074570479595707,0.790180504322052,0.03121902372479901,0.02611456069384539,4.165071147134313,965.1689677800108,11.70456258345228,231.1685735075721,936.0,12.52693196576823,979.2752778799261,920.6786639163954,906.0,582.6731330060603,2.836538747289844,17.60905001803619,15.40348467691137,196.1425580940002,16.39999961853027,13977.49057057534,12.5,905.3657754211121,97.78268008905533,931.7879853782721,377.003441399314,936.7198032461671,929.284909110813,967.0781628738881,2.962764634979949,0.7910839484186618,
196,False,0.8118974460119572,0.7908908724784851,0.021716941689905234,0.021716941689905234,4.165275725112541,965.119470830334,11.70457212908021,232.4092544053468,936.0,12.52687161539944,979.9763866932295,920.5632877982895,906.0,581.6288561553347,2.987541353622879,17.60897402146718,15.56847939242791,199.3951983986232,16.39999961853027,13967.25090361311,12.5,905.2724939972062,100.0843673739957,931.6149121458169,377.0919621154475,937.0069429221785,929.1040969978651,967.3064911893161,3.120486852686571,0.7997817182984535,
197,False,0.8119960994794143,0.7911105155944824,0.021105227000929205,0.02165577022100763,4.165480303090769,965.069973880657,11.70458167470815,233.957515522702,935.9506987161665,12.52681126503066,980.0,920.4479116801834,906.0,581.289648337959,3.006579985627539,17.60889802489816,15.73223723558122,199.6677539492431,16.39999961853027,14012.64417503352,12.5,905.1744463848727,100.1565411263161,931.4452823966087,378.1329388007857,937.2940825981899,928.8776071219269,967.2497744941214,3.140372703234426,0.8048859962440438,
198,True,0.8173641088859175,0.8094130158424377,0.026253593291435062,0.025346262971129095,4.165684881068998,965.0200712810008,11.70459122033609,234.4196486081721,935.1814214528807,12.52675091466187,980.0,920.3333721299772,906.0,581.4230544473697,2.967927233323619,17.60882202832914,15.74090966580841,201.049537517819,16.39999961853027,14005.41222728593,12.5,905.0763987725393,100.6952969466487,931.3469899255036,378.0301081858519,937.5796613179357,928.6632823981803,967.0022865331782,3.099999904632568,0.8101004851499399,
199,False,0.8238058914693795,0.8088570237159729,0.014392875626941803,0.014392875626941803,4.165889459047227,964.9071113163834,11.70460076596403,233.4127623980274,934.9000244140625,12.52669056429309,979.745367874255,920.242457407081,906.0,581.9363518754158,2.968206695627255,17.60874603176012,15.64189717746524,200.43042962785,16.39999961853027,13948.8013793065,12.5,905.0241989676502,101.9381992529419,931.2770604804621,377.6395955817755,937.6225929431108,928.6751625053199,966.7547985722349,3.100291803000188,0.8158278488350289,
200,True,0.8250020130144325,0.8140144348144531,0.016144989298459644,0.01596977793130786,4.166094037025455,964.748679078741,11.70461031159196,232.8984569278774,934.9000244140625,12.5266302139243,978.8033730258143,920.1623201995037,906.0,582.7220518590925,3.022377307101811,17.6086700351911,15.54288468912207,198.9879216430305,16.39999961853027,13927.26010340577,12.5,905.0957623119023,102.820661932408,931.2071310354202,377.0879333846214,937.4905455640113,928.7722782698398,966.5067628000512,3.156873005032205,0.8196616479605341,
201,False,0.8237418673346097,0.8070663809776306,0.00972743252015662,0.00972743252015662,4.166298615003683,964.5902468410989,11.7046198572199,231.8721606609328,934.9000244140625,12.52656986355552,978.0500612849892,920.0821829919263,906.0,582.6957364819748,3.063513580612028,17.60859403862208,15.44391228446411,197.6526833815571,16.39999961853027,13959.24918901716,12.5,905.1742046204806,99.87727721750605,931.1372015903786,376.6430966603485,937.3579372308161,928.8660851118796,966.1201097213632,3.199839841458249,0.8213667342400361,
